co,no,no2,o3,so2,pm25,pm10,nh3,aqi
458.52,13.32,15.36,12.23,5.63,22.37,52.9,6.75,72.03
3341.42,7.62,40.73,16.88,4.67,89.71,161.16,5.19,168.02
415.23,61.4,42.8,16.68,94.23,20.77,34.46,3.54,68.6
31.74,20.02,35.6,60.17,31.08,62.83,121.61,11.27,153.86
699.93,4.46,13.46,8.63,2.06,27.37,52.06,4.43,82.77
141.96,3.66,10.95,31.89,4.26,45.79,95.05,10.3,125.85
1477.2,33.21,253.29,27.11,34.09,10.51,21.9,8.83,43.79
1146.29,1.69,19.31,75.83,38.96,36.06,81.14,4.82,101.41
3666.89,8.94,17.09,39.89,2.31,1.66,3.34,1.83,6.93
1573.88,6.48,9.84,50.81,28.17,27.47,44.08,2.64,82.98
2070.13,5.24,25.65,21.75,16.74,6.49,15.29,3.09,27.02
147.87,10.52,24.48,12.37,1.19,110.61,200.17,2.71,179.03
1347.46,8.93,19.76,25.52,7.51,72.05,178.07,11.65,158.72
7728.55,11.67,29.42,61.67,10.35,52.81,85.44,62.13,143.49
143.6,8.49,117.16,61.55,12.91,151.56,372.58,4.43,201.06
6000.56,11.22,11.08,23.47,2.5,12.82,20.4,5.03,51.55
176.97,8.11,20.97,16.63,4.88,190.06,329.01,4.12,239.6
112.4,3.82,10.51,14.22,5.77,84.12,130.09,17.42,165.08
629.11,7.42,26.97,29.69,6.41,26.14,57.64,11.32,80.13
1180.7,3.62,11.38,36.94,6.54,103.09,242.3,7.27,175.07
1583.87,3.39,11.88,107.61,10.39,10.95,21.19,2.2,45.64
95.33,5.28,4.67,36.55,17.66,14.52,35.26,2.81,55.19
774.18,6.56,22.15,54.11,102.42,18.02,37.66,8.8,62.7
144.27,7.65,30.87,17.74,34.64,19.51,41.56,9.24,65.91
43.23,18.47,129.09,34.24,59.16,11.51,27.0,7.27,47.97
100.17,4.49,32.12,37.04,6.84,112.51,202.17,14.37,180.04
130.8,9.0,12.81,29.59,3.65,25.56,47.4,2.18,78.89
882.18,8.31,5.16,32.54,31.87,47.11,113.35,10.01,129.17
2271.78,4.02,5.92,36.63,11.95,18.72,44.95,9.47,64.21
44.26,7.95,5.5,48.66,29.26,5.36,13.28,2.84,22.34
683.99,20.14,131.37,84.38,4.23,43.38,104.2,4.04,119.81
69.06,8.9,26.78,5.41,26.53,4.89,7.96,14.78,20.39
1036.52,9.27,11.21,80.72,9.87,30.92,71.85,2.37,90.38
158.52,3.65,7.69,8.43,7.01,8.43,16.1,86.81,35.12
83.35,52.92,8.53,42.39,7.85,241.6,600.0,12.88,291.19
1338.76,3.86,10.92,218.0,21.94,82.38,162.48,6.98,164.16
167.27,1.39,74.91,32.01,30.84,36.81,75.6,5.74,103.29
251.15,17.46,19.49,38.25,7.85,117.18,237.85,16.25,182.5
14.44,6.59,4.72,25.84,18.42,14.21,25.88,4.9,54.52
1668.74,5.46,202.44,56.48,18.34,57.02,89.81,5.1,150.8
1382.1,4.28,6.42,44.25,29.55,40.44,96.88,31.58,112.41
406.75,48.02,11.12,19.28,39.82,43.12,99.29,4.61,119.15
40.8,10.53,74.45,30.22,107.07,118.2,193.79,8.47,183.03
2475.14,12.8,30.42,13.53,6.97,68.89,156.84,3.45,157.05
148.5,8.69,12.55,30.11,70.25,44.2,93.96,9.57,121.86
204.38,9.68,5.86,23.68,14.02,6.33,12.08,13.21,26.37
12939.84,29.92,7.64,36.94,3.27,12.68,22.24,39.76,51.24
140.41,5.75,8.11,18.77,5.58,29.29,69.12,2.89,86.89
1228.21,1.72,20.23,27.9,21.31,36.36,79.99,1.74,102.15
937.43,17.6,24.31,33.35,29.04,10.7,21.9,5.66,44.56
724.34,12.14,17.31,35.26,3.6,369.32,600.0,3.99,395.25
615.85,8.23,19.31,41.24,4.87,150.87,240.04,7.28,200.37
709.52,11.83,7.02,28.81,6.43,60.47,119.36,12.45,152.62
606.63,5.1,26.93,17.65,4.32,35.59,60.28,71.17,100.22
373.2,7.54,72.28,35.36,1.28,26.78,45.76,4.7,81.51
3892.96,6.48,17.07,28.7,0.85,12.78,27.63,0.81,51.46
56.32,4.09,16.74,75.17,7.7,35.78,86.28,5.82,100.71
1867.18,24.27,21.82,83.15,16.49,42.85,81.58,10.49,118.47
1385.08,1.8,61.45,11.05,26.75,9.57,16.34,2.8,39.86
1150.09,78.33,8.21,54.26,2.38,46.26,99.39,9.33,127.02
2154.83,17.77,85.7,63.7,2.42,28.35,67.23,8.48,84.88
351.11,1.25,30.61,11.28,6.47,4.91,11.05,9.58,20.48
24.45,5.91,20.67,52.65,12.23,14.01,33.18,16.3,54.09
361.97,6.24,67.58,67.81,40.88,21.9,44.6,6.8,71.03
91.21,10.93,6.16,15.49,28.83,218.7,492.48,12.78,268.27
134.59,2.75,33.85,27.41,7.84,57.77,94.75,1.22,151.2
62.58,7.63,30.89,38.44,18.77,8.71,16.1,2.82,36.29
197.15,6.55,7.88,52.27,4.43,53.84,101.74,5.25,146.08
164.85,3.53,31.84,15.02,13.32,7.05,14.17,2.7,29.37
11.4,3.07,26.66,83.56,11.3,97.78,237.51,7.44,172.27
1153.24,18.52,16.8,6.53,65.7,20.67,49.09,5.24,68.4
11276.57,1.35,47.6,95.49,22.03,30.16,49.29,4.69,88.75
1001.6,11.92,11.34,51.43,4.83,124.69,208.57,17.88,186.45
297.56,16.4,26.32,20.14,4.89,9.14,16.98,8.04,38.09
371.62,5.94,17.61,66.12,8.17,8.19,14.67,2.5,34.12
214.55,7.79,10.86,14.32,1.86,18.47,39.07,4.04,63.68
461.77,23.65,33.21,36.3,9.24,93.54,224.75,15.69,170.04
381.64,3.65,16.32,40.08,10.25,7.25,17.85,9.02,30.2
114.25,4.05,4.6,40.0,21.32,1.95,4.2,24.43,8.13
5035.82,4.5,3.32,16.92,25.39,21.09,49.31,17.23,69.29
43.35,23.7,44.21,22.27,13.72,57.5,116.44,5.01,151.05
1185.0,26.9,5.93,36.65,1.72,109.98,187.87,31.05,178.7
346.61,1.83,26.56,18.52,2.81,20.84,42.19,33.71,68.75
6983.1,20.21,21.22,41.15,5.89,21.95,45.1,1.24,71.13
672.7,16.76,13.89,20.26,26.65,104.99,235.44,7.63,176.08
235.13,34.94,142.12,73.7,25.59,5.11,8.78,4.26,21.27
278.23,10.86,24.04,115.6,9.03,22.45,41.95,5.69,72.22
428.32,7.07,42.76,26.1,206.78,40.06,74.68,3.27,111.46
72.66,23.22,26.7,69.15,79.35,51.89,127.63,2.88,141.19
127.7,14.86,15.93,27.94,53.94,19.89,38.66,18.2,66.72
27.73,69.75,19.71,15.66,28.24,34.28,77.3,2.3,97.59
101.04,19.27,86.36,23.56,21.12,2.75,6.19,8.11,11.46
464.45,8.62,59.63,35.46,19.35,17.15,30.27,1.92,60.83
632.87,2.28,141.46,7.93,1.4,52.12,107.98,26.3,141.75
20.72,4.13,25.07,54.63,3.45,12.4,29.69,7.61,50.64
328.38,1.76,8.36,35.47,9.33,35.13,69.38,15.57,99.42
939.28,5.96,12.93,73.73,14.2,51.77,126.59,8.98,140.89
315.97,18.65,6.12,53.87,10.49,23.51,40.31,5.74,74.49
155.92,7.36,43.25,36.45,16.89,39.27,61.82,7.91,109.47
217.4,20.53,11.18,24.91,0.98,12.65,30.24,33.36,51.17
179.26,10.36,0.95,111.98,22.35,26.93,63.23,3.01,81.83
155.23,4.94,235.99,187.9,13.13,60.96,151.95,0.58,152.88
523.6,8.07,11.35,25.25,9.73,38.74,84.44,3.36,108.15
12855.57,11.85,11.28,76.24,37.07,18.42,44.89,2.21,63.56
132.22,8.49,106.87,18.81,3.47,41.44,96.43,19.45,114.92
250.33,8.59,6.0,20.69,9.17,67.67,158.64,6.2,156.41
373.33,3.42,62.59,24.31,17.14,4.26,8.82,16.9,17.76
143.88,4.79,11.16,57.27,4.38,105.54,198.66,7.63,176.36
2095.09,70.7,5.35,14.01,1.1,23.66,57.6,7.45,74.8
11.52,25.24,110.58,114.43,3.05,50.68,97.92,8.71,138.14
181.89,1.69,50.56,70.13,11.27,109.64,223.55,32.46,178.53
1376.74,0.69,50.4,56.22,9.04,8.4,16.35,8.9,35.0
259.53,7.97,29.01,26.18,11.92,16.29,33.64,22.4,58.99
117.77,18.06,36.57,64.3,5.52,24.82,48.9,21.01,77.29
781.44,4.39,5.86,3.21,2.52,15.12,23.41,6.28,56.49
1571.07,20.53,22.46,47.12,14.36,187.72,447.15,6.86,237.25
553.33,7.84,7.93,37.64,9.98,14.06,27.34,5.06,54.2
121.29,6.28,5.01,7.32,26.19,19.0,39.69,26.66,64.81
799.75,15.74,30.29,45.83,4.97,40.63,66.59,2.88,112.88
220.73,4.34,63.95,53.13,1.08,9.95,14.96,3.59,41.47
1233.71,5.55,13.69,7.52,0.54,22.29,38.91,5.61,71.88
3732.7,14.44,16.25,12.81,7.53,45.49,100.28,2.34,125.1
8.1,7.16,6.44,172.69,14.2,23.74,37.96,4.09,74.98
476.56,49.84,20.23,28.53,9.22,30.16,72.66,23.01,88.76
29.86,14.79,42.95,72.28,6.18,19.5,33.45,14.17,65.89
15719.9,13.86,44.32,81.57,1.8,7.28,12.41,4.85,30.35
199.9,7.03,34.65,45.38,1.26,45.68,76.81,16.49,125.57
1235.91,17.72,10.82,74.72,18.93,191.51,289.94,59.26,241.05
382.61,5.35,10.48,6.11,9.27,33.73,76.63,10.11,96.42
120.95,9.8,44.5,27.54,7.88,41.48,98.52,30.58,115.03
101.18,2.96,45.24,2.82,1.92,66.2,139.96,17.32,155.64
4352.56,20.89,16.91,8.19,3.82,9.31,15.71,5.5,38.78
1692.41,9.88,13.12,21.4,12.86,181.73,324.44,9.0,231.26
7445.58,53.65,64.54,19.45,17.14,40.54,80.11,12.51,112.67
438.42,80.83,14.01,34.23,10.0,169.33,415.6,3.51,218.85
621.34,15.85,42.35,32.57,63.76,15.91,27.8,0.54,58.18
270.21,7.91,17.52,36.86,6.11,203.99,455.23,3.21,253.54
262.27,2.87,7.05,38.08,57.07,71.89,139.43,0.85,158.64
84.54,18.26,100.72,43.22,15.8,57.57,103.51,3.49,151.09
457.61,9.12,22.65,15.38,13.87,41.85,81.85,1.34,115.95
123.49,12.65,9.87,18.54,37.3,25.83,40.58,17.82,79.46
782.79,41.67,5.0,32.15,5.76,110.01,252.87,2.26,178.72
520.62,3.24,5.53,32.55,8.21,38.11,66.43,12.73,106.55
621.12,2.93,13.83,13.94,2.81,4.63,10.31,15.9,19.3
4977.56,5.83,137.71,78.67,37.42,10.84,16.99,14.9,45.15
381.24,16.8,11.19,59.14,18.22,27.5,67.51,1.14,83.05
1255.25,12.87,85.41,16.65,45.48,45.15,76.44,22.71,124.25
8753.98,3.02,17.62,28.03,15.58,31.29,74.56,11.25,91.19
2863.86,15.75,6.16,165.28,45.77,112.05,258.78,16.51,179.8
2275.04,2.22,12.51,37.65,4.97,4.71,11.61,46.06,19.61
254.67,3.2,5.58,45.45,39.83,38.23,75.61,16.35,106.86
569.33,6.58,8.53,20.35,7.56,5.38,11.98,2.26,22.4
55.85,4.25,8.28,25.78,12.22,70.79,132.43,14.2,158.06
852.67,17.99,2.99,110.95,29.2,30.13,50.75,1.64,88.69
608.92,9.84,91.18,36.26,199.02,50.38,97.89,6.94,137.39
417.83,43.19,24.8,31.29,32.59,13.96,23.25,4.47,53.99
1883.32,5.77,10.11,33.32,36.5,119.04,295.46,7.46,183.48
65.91,6.54,25.07,253.74,6.33,93.85,149.81,1.63,170.21
4685.81,24.79,8.71,34.19,14.71,59.36,124.01,1.83,152.03
1560.32,6.75,1.39,17.05,10.86,29.09,61.86,4.71,86.46
362.87,32.92,386.33,19.6,65.97,59.14,120.53,5.91,151.92
322.76,12.69,24.28,61.84,10.23,16.33,35.31,4.83,59.08
829.58,0.7,11.14,10.56,59.99,77.91,125.92,31.51,161.81
3949.23,23.99,2.9,47.49,2.55,172.34,354.17,11.29,221.86
469.85,18.41,4.51,18.56,65.27,96.6,172.65,10.98,171.66
500.72,19.13,105.06,7.49,4.33,15.96,38.96,5.04,58.29
414.54,1.09,90.19,15.12,33.94,47.53,107.52,1.84,130.23
5843.21,3.81,42.66,33.85,4.32,9.09,22.47,7.36,37.86
231.99,4.1,6.59,101.1,25.59,58.7,90.25,45.03,151.68
385.96,3.19,90.92,68.76,3.84,51.97,92.77,9.25,141.37
3623.35,42.18,31.49,26.18,42.26,5.1,8.65,22.49,21.27
502.96,7.3,38.66,72.08,33.59,10.36,15.66,25.52,43.18
2220.72,7.12,31.38,24.89,5.92,24.95,43.47,12.93,77.57
102.83,12.83,4.45,10.25,24.38,24.51,53.4,9.21,76.63
296.5,13.06,6.06,33.68,37.97,9.88,17.1,2.75,41.17
3739.29,0.26,12.06,9.93,4.02,48.86,98.16,6.0,133.57
146.28,3.87,38.23,62.37,3.52,42.58,101.68,5.15,117.8
321.52,1.8,5.05,63.1,3.37,27.27,59.82,10.28,82.55
592.9,11.03,16.86,16.38,2.84,15.55,29.47,1.8,57.41
91.49,5.54,16.83,37.21,3.35,94.51,176.97,4.32,170.55
216.87,7.5,44.38,36.92,36.96,173.37,339.06,11.07,222.89
477.69,0.92,39.44,66.52,23.79,20.42,34.24,3.66,67.85
432.69,5.42,7.31,12.23,1.59,17.95,38.31,2.96,62.56
2753.22,22.54,85.34,53.5,6.6,54.12,100.89,3.35,146.78
4073.21,30.25,6.28,11.55,3.04,23.15,54.46,5.63,73.71
111.71,15.16,59.87,61.67,34.26,28.81,65.0,0.68,85.85
476.71,1.94,11.59,77.49,7.1,69.38,146.44,3.5,157.31
1109.18,26.03,23.66,19.38,1.91,4.91,9.15,19.16,20.45
3922.64,15.24,25.18,87.82,14.94,123.75,211.61,10.22,185.96
1185.28,6.57,24.48,9.4,25.22,35.61,81.06,11.25,100.28
624.14,0.98,39.43,79.81,3.88,21.94,43.59,1.19,71.13
1096.43,19.17,29.71,104.67,8.86,30.29,52.24,4.88,89.03
1108.38,4.09,43.98,43.67,4.13,31.89,54.07,6.58,92.48
100.33,10.45,31.96,28.32,54.21,5.86,9.77,11.76,24.43
538.72,7.91,5.67,42.52,7.26,147.66,336.25,22.44,198.56
3600.19,34.41,26.31,20.43,5.12,34.51,59.67,19.2,98.1
295.59,6.52,11.43,270.35,11.45,51.57,104.52,4.11,140.38
489.88,7.28,6.62,20.71,9.5,85.76,167.36,4.21,165.94
280.4,35.82,15.03,95.0,27.83,11.93,24.8,30.33,49.7
12.54,3.83,24.12,18.3,52.42,53.17,126.39,5.15,144.39
416.08,16.68,25.78,118.8,52.9,25.34,60.0,2.5,78.41
634.41,6.06,57.74,165.65,7.7,77.23,150.68,6.01,161.45
187.03,2.71,74.24,45.1,17.57,3.95,5.98,28.48,16.44
71.38,7.4,28.11,41.65,72.69,29.99,57.78,2.99,88.39
107.67,14.76,33.69,15.41,76.13,18.12,38.17,4.81,62.92
1269.38,28.61,22.09,14.01,4.26,51.02,104.99,3.12,139.0
7775.92,32.29,43.26,42.03,24.8,52.99,113.99,19.23,143.94
3208.79,5.5,32.69,106.33,20.24,16.32,26.99,9.85,59.06
53.7,2.75,19.02,21.36,37.03,16.25,34.87,18.65,58.9
1453.81,5.37,172.77,193.71,54.18,29.65,49.88,35.34,87.65
149.2,2.27,11.63,20.33,3.49,13.51,30.4,1.63,53.02
168.44,5.95,86.01,39.79,5.32,76.86,141.35,3.46,161.25
201.75,5.25,5.18,39.87,36.2,22.89,50.59,4.79,73.16
1163.4,15.29,45.31,30.53,14.55,1.81,2.8,7.92,7.54
1700.84,0.81,84.48,6.46,0.84,22.76,43.43,12.25,72.88
348.26,3.55,2.98,20.18,1.65,11.72,25.85,4.52,48.84
357.24,3.58,23.08,38.85,26.98,6.48,11.19,3.7,27.0
809.48,24.22,41.08,30.67,33.35,9.61,22.05,19.23,40.03
945.76,2.43,25.84,55.09,2.41,36.94,78.72,12.76,103.63
2355.1,9.27,29.32,60.67,45.56,125.04,261.03,10.13,186.64
58.76,6.5,23.02,27.33,9.62,45.29,83.96,0.86,124.61
415.73,20.97,6.72,15.33,3.57,18.06,35.8,24.7,62.78
81.29,13.41,214.44,114.28,6.22,52.24,109.57,8.88,142.07
373.75,8.34,12.14,11.2,2.81,20.92,41.27,6.28,68.94
287.36,4.24,31.01,20.57,5.82,16.53,36.35,3.26,59.51
376.11,1.16,10.52,16.78,1.29,10.44,20.19,3.92,43.5
121.56,9.46,2.06,60.17,11.15,5.74,9.78,3.03,23.93
43.34,12.56,7.97,94.98,24.64,22.42,38.43,1.0,72.15
17.43,1.53,4.72,28.82,2.42,38.79,58.4,3.26,108.26
331.37,2.15,59.83,39.8,12.43,30.07,54.15,1.49,88.55
211.35,9.51,10.95,46.67,4.64,21.85,49.13,6.96,70.91
146.36,10.37,12.01,140.22,27.18,12.86,29.51,2.34,51.63
2933.12,2.74,6.93,8.01,0.76,60.84,103.58,15.33,152.81
111.15,4.16,22.07,60.06,28.62,8.87,21.82,1.4,36.97
3378.72,1.18,9.81,44.76,1.38,71.95,144.08,24.4,158.67
4609.0,29.29,54.18,24.61,9.47,12.16,29.38,17.06,50.12
21.62,2.01,27.17,42.99,5.2,15.6,34.44,2.54,57.52
463.39,12.71,11.34,59.9,7.9,7.64,16.98,6.72,31.83
221.51,7.14,47.0,52.8,1.94,20.06,31.79,3.14,67.08
5.12,26.83,20.25,186.2,89.31,87.82,151.05,13.18,167.03
46.2,3.35,20.52,36.67,2.6,55.46,83.68,44.69,149.98
1290.01,7.86,4.65,33.84,2.86,88.1,195.23,24.07,167.17
8339.84,1.35,18.71,28.64,104.98,55.82,102.96,3.71,150.17
1562.46,1.06,27.7,51.54,17.94,10.98,25.11,8.29,45.76
655.53,13.41,76.22,32.28,2.7,23.79,43.75,33.86,75.08
390.72,1.24,9.47,33.47,10.44,15.18,35.2,12.48,56.6
5034.12,5.88,196.0,33.59,9.18,125.28,204.3,20.29,186.77
10120.91,20.31,35.05,29.73,1.61,10.01,16.74,14.17,41.69
167.29,15.59,4.4,20.35,4.9,80.94,149.0,7.97,163.4
20.09,3.8,8.63,46.27,11.8,80.88,154.36,6.89,163.37
17.33,1.51,83.18,26.36,55.68,206.36,381.5,2.2,255.92
2930.19,12.3,69.63,54.11,9.71,21.98,49.76,3.44,71.21
375.93,28.28,20.45,36.18,10.63,67.51,107.82,3.0,156.33
531.05,3.81,23.33,24.31,4.58,324.29,600.0,5.2,359.15
27.5,3.31,6.27,115.8,45.38,17.86,41.73,8.16,62.35
130.35,4.37,75.3,30.51,35.97,7.13,11.18,6.63,29.73
258.99,13.09,7.48,54.5,31.41,5.05,12.34,9.17,21.05
551.01,25.24,46.75,18.92,13.93,67.54,167.92,14.36,156.34
221.87,2.14,77.64,6.55,1.79,5.04,8.0,4.88,20.99
85.12,1.65,21.08,21.04,44.88,22.82,40.88,15.46,73.01
124.36,76.71,52.86,5.99,13.05,51.28,96.02,23.06,139.65
2471.26,6.19,127.44,27.4,8.41,39.85,90.72,11.19,110.93
582.41,9.52,26.26,107.22,20.87,50.68,106.21,4.29,138.13
1010.54,3.7,16.86,16.05,15.94,41.36,88.69,19.04,114.72
104.76,12.06,18.79,6.14,3.38,118.97,268.57,11.97,183.44
4.8,19.3,9.55,109.97,8.29,12.78,20.67,13.72,51.45
184.08,9.97,9.34,22.64,1.24,16.83,39.26,34.3,60.14
109.96,42.13,31.26,32.7,13.51,15.29,33.73,15.02,56.85
680.97,5.33,17.05,62.22,60.11,75.96,157.79,35.67,160.78
50000.0,5.68,27.87,50.33,1.41,81.48,194.72,6.37,163.69
1144.53,9.31,4.53,60.37,14.22,52.0,114.41,4.8,141.45
24439.12,11.76,18.31,68.06,27.17,108.15,184.03,23.31,177.74
946.86,9.28,56.27,8.19,32.45,10.2,19.67,2.76,42.48
156.83,2.05,6.56,10.68,4.98,175.43,349.81,48.83,224.95
679.85,10.1,20.42,84.52,3.25,151.9,236.24,27.16,201.4
5831.08,5.08,3.14,17.72,6.02,69.1,169.63,8.07,157.17
6275.09,4.13,5.44,19.33,50.86,196.72,320.38,24.56,246.27
170.2,7.63,45.04,12.06,1.57,6.32,13.88,14.33,26.32
589.8,2.82,14.74,23.95,2.83,19.6,39.32,2.03,66.1
47.28,2.37,124.22,25.04,7.03,15.87,24.22,3.27,58.1
1389.92,0.54,30.95,15.64,3.78,68.13,165.21,9.83,156.66
4146.55,42.4,34.14,14.26,11.59,11.59,27.25,8.67,48.28
428.25,12.88,6.84,42.73,66.52,70.63,142.98,27.33,157.97
148.25,6.57,13.67,17.35,2.87,130.39,225.44,9.99,189.46
692.42,3.79,9.65,20.39,10.22,66.37,107.62,2.08,155.73
754.6,0.42,6.92,5.76,12.06,43.98,81.95,4.28,121.31
455.65,3.57,39.01,156.11,8.15,12.33,21.65,15.53,50.5
527.46,15.12,47.68,70.35,1.83,14.2,28.49,1.19,54.5
310.84,18.96,29.93,22.29,5.67,115.54,284.97,1.8,181.63
1797.11,14.05,8.78,16.13,5.69,72.19,149.8,5.09,158.8
1217.24,8.66,27.96,33.41,26.05,31.85,76.11,18.67,92.38
92.33,27.22,2.97,32.68,20.16,21.8,46.9,5.95,70.82
88.6,5.32,75.42,11.93,1.89,4.37,8.63,11.72,18.2
275.46,21.87,5.48,4.3,7.66,11.35,26.72,7.42,47.29
1218.35,5.03,6.55,21.74,6.68,223.95,441.49,6.42,273.52
503.75,3.06,22.54,9.48,127.18,9.2,21.8,3.84,38.35
153.74,2.7,24.63,37.98,17.3,40.02,71.71,17.11,111.37
597.22,2.55,18.68,38.19,3.34,90.69,147.72,2.11,168.54
245.62,14.28,6.62,15.2,4.8,9.44,22.24,5.85,39.34
1511.31,3.52,62.39,21.59,7.73,39.83,83.15,23.25,110.89
664.87,2.63,3.72,135.7,18.82,84.6,202.11,3.44,165.33
251.41,15.09,4.56,61.57,21.8,33.53,81.75,1.56,95.99
570.94,10.26,18.05,23.06,15.5,500.0,600.0,0.89,500.0
2900.31,19.35,5.67,207.18,9.47,6.24,12.49,14.39,26.01
171.67,12.34,68.21,12.71,10.35,95.46,178.99,15.39,171.05
738.03,3.48,6.18,17.29,10.44,27.86,59.23,5.24,83.82
362.97,7.97,95.3,30.31,1.43,71.66,164.36,2.07,158.51
765.46,8.37,56.55,9.73,11.32,51.49,91.68,6.38,140.17
151.13,2.95,69.07,138.69,6.09,15.91,32.72,24.0,58.17
476.04,2.45,132.57,38.34,1.68,41.64,91.97,2.08,115.42
2125.44,3.74,21.79,17.6,221.73,5.17,8.44,21.29,21.52
98.94,56.63,7.29,47.38,17.7,60.54,140.09,1.36,152.65
54.92,4.89,18.12,37.22,12.38,44.62,93.97,2.37,122.91
58.14,25.35,11.4,25.95,7.8,62.72,153.63,8.24,153.8
69.69,4.62,9.88,12.59,29.26,95.4,175.5,19.06,171.02
985.34,17.97,23.36,10.5,3.02,47.83,76.92,32.19,130.98
48.97,18.22,14.71,190.46,8.37,38.4,77.05,19.92,107.29
258.05,19.16,9.47,11.22,3.89,13.72,21.76,34.89,53.48
1019.87,10.89,15.71,128.81,28.96,16.24,40.12,8.86,58.89
753.7,29.29,34.78,16.85,4.52,108.5,166.94,3.97,177.92
226.25,10.79,52.27,62.3,45.68,139.26,313.82,24.15,194.13
537.21,41.0,4.04,48.06,10.81,26.1,52.85,28.89,80.04
473.77,1.46,14.83,56.39,30.86,34.67,64.79,18.74,98.44
288.2,10.47,17.44,59.48,19.68,13.4,20.99,13.63,52.79
294.05,9.81,6.16,9.12,43.43,106.99,227.06,29.72,177.13
11535.0,2.9,17.82,19.28,3.97,64.42,134.33,10.4,154.7
1358.27,13.19,23.29,11.08,36.12,230.72,410.89,7.24,280.3
16663.51,1.67,33.75,38.53,1.3,13.76,33.16,15.26,53.56
191.44,3.84,21.7,11.49,12.83,22.69,40.94,11.91,72.73
355.15,1.0,8.32,6.79,6.33,41.74,81.38,17.91,115.68
54.7,35.11,150.21,27.39,2.26,63.21,129.19,6.48,154.06
119.78,5.86,46.02,5.66,4.17,26.69,42.71,18.34,81.31
6994.43,64.51,34.91,40.73,5.65,13.83,33.64,17.42,53.72
184.37,16.49,54.86,12.11,9.62,79.95,149.87,9.15,162.88
7179.05,11.57,25.65,16.9,6.49,68.11,107.67,3.49,156.64
62.49,4.11,72.7,5.34,13.41,13.25,25.0,25.55,52.46
83.08,2.6,21.26,123.98,4.5,128.44,269.74,2.2,188.43
241.81,12.47,20.12,10.27,6.87,106.72,214.89,2.84,176.99
366.64,6.88,37.91,24.75,8.61,37.88,83.12,8.74,105.97
1611.03,1.94,97.16,7.9,15.16,35.86,55.78,0.6,100.9
793.26,1.62,91.11,16.97,33.74,57.63,102.84,34.57,151.12
216.05,2.83,36.34,134.49,33.93,13.99,32.44,7.5,54.05
330.31,45.65,33.67,42.01,16.2,34.13,53.91,34.45,97.26
249.99,67.58,40.29,18.56,20.42,3.85,9.06,44.88,16.03
102.31,9.07,53.82,32.22,17.71,79.56,126.64,6.33,162.67
106.49,8.58,73.61,21.15,8.35,6.95,16.22,28.47,28.95
1885.27,5.28,15.85,30.76,35.9,148.92,277.11,2.56,199.22
25.99,2.9,75.04,60.05,4.07,23.8,50.28,11.4,75.12
4564.38,29.23,28.3,25.41,1.04,26.8,44.29,4.6,81.54
241.17,48.11,38.51,39.49,3.49,17.68,27.69,14.83,61.97
126.63,3.02,79.99,40.01,65.61,24.83,42.6,17.86,77.31
1223.71,6.8,42.4,25.51,8.55,136.8,222.69,6.3,192.84
3743.68,4.71,50.2,18.38,16.93,2.75,4.99,12.74,11.47
2156.95,4.85,13.61,21.76,8.77,118.74,239.19,19.01,183.32
856.43,24.19,89.87,57.94,23.9,46.43,96.99,8.92,127.47
2059.66,1.99,40.27,61.93,13.26,9.9,22.68,93.6,41.27
30.73,11.78,22.78,13.33,11.22,11.3,24.36,6.44,47.08
184.43,15.31,60.41,26.88,25.45,177.04,373.34,38.7,226.57
102.85,6.41,267.16,18.13,6.97,12.86,24.59,23.23,51.64
2532.49,18.05,6.24,62.8,19.04,10.45,20.63,1.15,43.54
226.96,8.56,8.99,22.72,9.88,103.27,197.71,32.88,175.17
1433.84,24.96,294.51,192.62,10.71,46.46,108.81,21.63,127.53
901.25,1.61,30.77,39.42,4.56,12.96,22.43,8.28,51.85
110.67,5.21,24.31,85.25,9.4,41.13,61.92,10.69,114.13
167.26,6.88,17.9,14.71,6.36,11.87,25.54,12.09,49.47
2809.4,0.51,67.25,33.43,47.27,99.57,169.51,29.23,173.22
126.06,2.49,273.49,54.21,1.61,95.71,228.77,4.89,171.19
486.53,3.28,10.33,14.49,35.41,56.37,132.99,36.09,150.46
124.73,19.07,18.23,33.66,1.5,47.54,74.96,2.5,130.26
251.91,3.64,14.14,76.82,23.21,192.71,309.57,1.27,242.25
376.44,3.26,41.8,25.48,4.46,33.11,66.05,13.38,95.08
124.67,16.73,68.2,16.75,24.04,10.16,21.42,26.02,42.32
95.52,1.47,101.59,140.1,10.53,51.91,92.13,6.17,141.23
619.81,0.93,43.24,12.97,2.18,266.68,591.17,0.77,312.97
113.62,5.15,249.47,37.51,62.2,12.0,25.15,1.66,49.79
119.58,1.74,11.31,18.79,30.94,23.07,42.1,11.43,73.54
98.63,1.8,8.72,15.65,22.28,50.22,76.61,7.32,136.99
358.93,13.11,87.3,59.94,5.65,31.38,70.6,26.69,91.37
1661.63,17.74,22.71,28.09,32.24,12.4,21.26,7.95,50.64
3865.29,16.26,5.07,45.82,2.61,101.68,237.38,3.52,174.33
135.79,22.39,14.64,5.45,0.84,336.99,600.0,10.07,369.33
10152.41,25.56,25.94,49.53,1.87,40.29,83.69,20.4,112.04
89.38,0.88,10.52,18.61,4.03,13.41,31.82,28.54,52.81
2049.44,11.59,7.28,7.37,4.92,7.04,16.63,6.61,29.32
